Date,Open,High,Low,Close,Adj Close,Volume
2005-12-15,0.075781,0.075781,0.075781,0.075781,0.075781,524800
2005-12-16,0.075781,0.075781,0.075781,0.075781,0.075781,0
2005-12-19,0.096093,0.096093,0.096093,0.096093,0.096093,12800
2005-12-20,0.100625,0.100625,0.100625,0.100625,0.100625,12800
2005-12-21,0.097500,0.097500,0.097500,0.097500,0.097500,10240
2005-12-22,0.097656,0.097656,0.097656,0.097656,0.097656,25600
2005-12-23,0.097656,0.097656,0.097656,0.097656,0.097656,12800
2005-12-26,0.097656,0.097656,0.097656,0.097656,0.097656,0
2005-12-27,0.097656,0.097656,0.097656,0.097656,0.097656,3200
2005-12-28,0.097656,0.097656,0.097656,0.097656,0.097656,0
2005-12-29,0.097656,0.097656,0.097656,0.097656,0.097656,0
2005-12-30,0.097656,0.097656,0.097656,0.097656,0.097656,2560
2006-01-02,0.097656,0.097656,0.097656,0.097656,0.097656,0
2006-01-03,0.097656,0.097656,0.097656,0.097656,0.097656,1024
2006-01-04,0.097656,0.097656,0.097656,0.097656,0.097656,0
2006-01-05,0.097656,0.097656,0.097656,0.097656,0.097656,0
2006-01-06,0.097656,0.097656,0.097656,0.097656,0.097656,12800
2006-01-09,0.097578,0.097578,0.097578,0.097578,0.097578,12160
2006-01-10,0.097578,0.097578,0.097578,0.097578,0.097578,0
2006-01-11,0.097656,0.097656,0.097656,0.097656,0.097656,11648
2006-01-12,0.097578,0.097578,0.097578,0.097578,0.097578,12800
2006-01-13,0.097578,0.097578,0.097578,0.097578,0.097578,0
2006-01-16,0.097656,0.097656,0.097656,0.097656,0.097656,38400
2006-01-17,0.096875,0.096875,0.096875,0.096875,0.096875,230400
2006-01-18,0.097578,0.097578,0.097578,0.097578,0.097578,12800
2006-01-19,0.097578,0.097578,0.097578,0.097578,0.097578,12800
2006-01-20,0.097578,0.097578,0.097578,0.097578,0.097578,0
2006-01-23,0.097578,0.097578,0.097578,0.097578,0.097578,0
2006-01-24,0.097578,0.097578,0.097578,0.097578,0.097578,0
2006-01-25,0.097578,0.097578,0.097578,0.097578,0.097578,0
2006-01-26,0.097578,0.097578,0.097578,0.097578,0.097578,0
2006-01-27,0.092968,0.092968,0.092968,0.092968,0.092968,6400
2006-01-30,0.092968,0.092968,0.092968,0.092968,0.092968,0
2006-01-31,0.092968,0.092968,0.092968,0.092968,0.092968,0
